number oder,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,PreTest,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,Date
1126,female,group B,high school,NULL,none,87,95,86,> 10,sometimes,yes,1,private,1/30/2022
1127,male,group B,some high school,standard,none,72,68,67,< 5,sometimes,yes,1,,1/31/2022
1128,male,group D,some college,standard,completed,65,77,74,10-May,sometimes,yes,1,private,2/1/2022
1129,male,group D,master's degree,standard,none,82,82,74,< 5,sometimes,yes,0,school_bus,NULL
1130,female,NULL,bachelor's degree,standard,none,51,49,51,10-May,sometimes,yes,1,private,2/3/2022
1131,male,group D,master's degree,standard,none,89,84,82,> 10,sometimes,yes,0,private,2/4/2022
1132,male,group C,some high school,free/reduced,completed,53,37,40,10-May,sometimes,no,1,school_bus,NULL
1133,male,group E,some college,free/reduced,completed,87,NULL,70,10-May,regularly,no,2,private,2/6/2022
1134,female,group C,some college,standard,completed,75,81,NULL,< 5,regularly,,1,private,2/7/2022
1135,male,group D,NULL,free/reduced,completed,74,79,75,10-May,sometimes,no,1,school_bus,2/8/2022
1136,male,NULL,NULL,standard,none,NULL,55,NULL,> 10,sometimes,yes,3,private,2/9/2022
1137,male,group B,some high school,standard,completed,51,54,41,< 5,regularly,yes,1,school_bus,2/10/2022
1138,male,group E,high school,standard,none,70,55,56,< 5,sometimes,yes,1,private,2/11/2022
1139,female,group C,associate's degree,standard,none,59,66,67,10-May,regularly,no,3,private,2/12/2022
1140,male,group D,some college,standard,completed,71,61,69,10-May,sometimes,no,2,private,NULL
1141,female,group D,some high school,standard,none,76,72,71,< 5,sometimes,yes,2,school_bus,2/14/2022
1142,female,group C,some college,free/reduced,none,59,62,64,10-May,sometimes,no,1,,2/15/2022
1143,female,group E,some college,free/reduced,completed,42,55,54,< 5,never,no,2,,2/16/2022
1144,male,group A,high school,standard,none,57,43,47,< 5,regularly,yes,3,school_bus,2/17/2022
1145,NULL,group D,some college,standard,none,88,73,78,10-May,regularly,yes,1,school_bus,2/18/2022
1146,female,group C,some college,free/reduced,none,22,39,33,< 5,sometimes,yes,2,school_bus,NULL
1147,male,group B,some high school,standard,none,88,84,75,10-May,regularly,yes,2,private,NULL
1148,male,group C,associate's degree,free/reduced,none,73,68,66,> 10,regularly,no,3,school_bus,2/21/2022
1149,female,NULL,bachelor's degree,standard,completed,68,75,81,10-May,sometimes,yes,2,private,2/22/2022
1150,male,group E,associate's degree,free/reduced,completed,100,100,93,10-May,sometimes,yes,3,NULL,2/23/2022
1151,male,group A,some high school,standard,completed,62,67,69,10-May,NULL,no,2,school_bus,2/24/2022
1152,male,group A,NULL,standard,none,77,67,68,10-May,sometimes,yes,1,school_bus,2/25/2022
1153,female,group B,associate's degree,standard,completed,59,70,66,< 5,never,yes,3,private,2/26/2022
1154,male,group D,bachelor's degree,standard,none,54,49,47,10-May,sometimes,yes,0,school_bus,2/27/2022
1155,male,group D,some high school,standard,none,62,67,61,10-May,sometimes,yes,5,private,2/28/2022
1156,female,group C,some college,standard,completed,70,89,88,> 10,regularly,no,1,private,2/29/2022
1157,female,group E,high school,free/reduced,completed,66,74,78,10-May,regularly,yes,2,private,3/1/2022
1158,male,group B,some college,free/reduced,none,60,60,60,> 10,NULL,yes,5,school_bus,3/2/2022
1159,female,group B,associate's degree,standard,completed,61,86,87,< 5,sometimes,NULL,3,school_bus,3/3/2022
1160,male,group D,associate's degree,free/reduced,none,66,62,64,10-May,never,yes,3,school_bus,3/4/2022
1161,male,group B,associate's degree,free/reduced,completed,82,78,74,10-May,sometimes,yes,2,school_bus,3/5/2022
1162,female,group E,some college,free/reduced,completed,75,88,85,< 5,sometimes,no,1,NULL,3/6/2022
1163,male,group B,master's degree,free/reduced,none,49,53,52,10-May,sometimes,yes,1,school_bus,3/7/2022
1164,male,group C,high school,standard,none,52,53,49,< 5,sometimes,no,2,school_bus,3/8/2022
1165,female,group E,master's degree,standard,none,81,92,91,< 5,regularly,yes,,school_bus,3/9/2022
1166,female,group C,bachelor's degree,standard,completed,96,NULL,100,10-May,regularly,yes,2,school_bus,3/10/2022
1167,male,group C,high school,free/reduced,completed,53,51,51,10-May,regularly,yes,0,school_bus,3/11/2022
1168,female,group B,master's degree,free/reduced,completed,58,76,78,< 5,sometimes,yes,2,private,3/12/2022
1169,female,group B,high school,standard,completed,68,83,78,10-May,sometimes,yes,1,private,3/13/2022
1170,female,group C,some college,free/reduced,completed,67,75,70,,NULL,yes,3,private,NULL
1171,male,group A,high school,standard,completed,72,73,74,< 5,sometimes,no,,private,3/15/2022
1172,male,group E,some high school,standard,none,94,88,78,< 5,never,yes,5,private,3/16/2022
1173,female,group D,some college,standard,none,79,86,81,< 5,never,NULL,1,school_bus,3/17/2022
1174,female,group C,associate's degree,standard,none,63,67,70,10-May,sometimes,no,4,private,3/18/2022
1175,female,group C,bachelor's degree,free/reduced,completed,43,NULL,54,< 5,regularly,no,3,school_bus,3/19/2022
1176,female,group C,master's degree,standard,completed,81,91,87,< 5,sometimes,yes,1,school_bus,3/20/2022
1177,female,group B,high school,free/reduced,completed,46,54,58,10-May,sometimes,yes,2,NULL,3/21/2022
1178,female,group C,associate's degree,NULL,completed,71,77,77,< 5,sometimes,no,2,school_bus,3/22/2022
1179,female,group B,master's degree,free/reduced,completed,52,70,NULL,,sometimes,no,NULL,private,3/23/2022
1180,female,group D,some high school,standard,completed,97,100,100,,regularly,yes,4,,3/24/2022
1181,male,group C,master's degree,free/reduced,completed,62,68,75,< 5,regularly,yes,1,school_bus,3/25/2022
1182,female,group C,some college,free/reduced,none,46,64,66,< 5,regularly,no,4,school_bus,3/26/2022
1183,female,group E,high school,standard,none,50,50,47,10-May,never,yes,1,school_bus,3/27/2022
1184,female,group D,associate's degree,standard,NULL,65,69,70,> 10,,no,7,private,3/28/2022
1185,male,group C,some high school,free/reduced,completed,45,52,49,> 10,regularly,yes,3,,3/29/2022
1186,male,group C,associate's degree,free/reduced,completed,65,67,65,10-May,regularly,yes,3,private,3/30/2022
1187,male,group E,high school,standard,none,80,76,65,< 5,regularly,no,1,private,3/31/2022
1188,male,group D,some high school,standard,completed,62,66,68,< 5,sometimes,yes,3,school_bus,4/1/2022
1189,male,group B,some high school,free/reduced,none,48,52,45,10-May,sometimes,yes,2,school_bus,4/2/2022
1190,female,group C,bachelor's degree,standard,none,77,88,87,10-May,regularly,yes,2,school_bus,4/3/2022
1191,female,group E,associate's degree,standard,none,66,65,69,< 5,regularly,yes,1,,4/4/2022
1192,male,group D,some college,standard,completed,76,83,79,< 5,,yes,,school_bus,4/5/2022
1193,female,group B,some high school,standard,none,62,64,66,NULL,regularly,yes,4,school_bus,4/6/2022
1194,male,group D,some college,standard,completed,77,62,62,10-May,regularly,no,2,school_bus,4/7/2022
1195,female,group C,master's degree,standard,NULL,69,84,85,< 5,regularly,yes,1,NULL,4/8/2022
1196,male,group D,associate's degree,standard,none,61,55,52,,sometimes,no,2,,4/9/2022
1197,male,group C,some high school,free/reduced,completed,59,69,65,< 5,sometimes,yes,3,school_bus,4/10/2022
1198,male,group E,high school,free/reduced,none,55,56,51,10-May,sometimes,yes,3,school_bus,4/11/2022
1199,female,group B,NULL,free/reduced,none,45,53,55,10-May,sometimes,yes,2,school_bus,4/12/2022
1200,female,group B,bachelor's degree,free/reduced,none,78,79,76,10-May,regularly,no,1,school_bus,4/13/2022
1201,female,group C,associate's degree,standard,completed,67,84,86,10-May,sometimes,yes,1,private,4/14/2022
1202,female,group D,some college,free/reduced,none,65,81,77,10-May,regularly,no,NULL,private,4/15/2022
1203,male,group C,associate's degree,standard,none,69,77,69,< 5,sometimes,yes,3,school_bus,4/16/2022
1204,female,group B,associate's degree,standard,none,57,69,68,< 5,regularly,no,3,,4/17/2022
1205,male,group C,some college,standard,none,NULL,41,42,< 5,sometimes,no,2,school_bus,4/18/2022
1206,male,group D,some high school,standard,completed,74,71,78,10-May,never,no,1,,4/19/2022
1207,male,NULL,bachelor's degree,standard,none,82,62,62,10-May,regularly,yes,4,school_bus,4/20/2022
1208,male,group E,high school,standard,completed,81,80,76,> 10,sometimes,yes,0,school_bus,4/21/2022
1209,female,group B,some college,free/reduced,none,74,81,76,10-May,sometimes,no,3,,4/22/2022
1210,female,group B,some college,free/reduced,none,58,61,66,10-May,regularly,no,3,school_bus,4/23/2022
1211,male,group D,some high school,free/reduced,completed,NULL,79,79,> 10,regularly,,3,school_bus,4/24/2022
1212,male,NULL,some college,free/reduced,none,35,28,27,< 5,sometimes,no,,private,4/25/2022
1213,female,group C,high school,free/reduced,none,42,62,60,10-May,NULL,yes,5,school_bus,4/26/2022
1214,male,group C,associate's degree,free/reduced,completed,60,51,56,10-May,regularly,yes,0,school_bus,4/27/2022
1215,male,group E,high school,standard,completed,87,91,81,10-May,sometimes,no,4,school_bus,4/28/2022
1216,male,group B,some high school,standard,completed,84,83,75,> 10,regularly,yes,3,school_bus,4/29/2022
1217,female,group E,associate's degree,free/reduced,completed,83,86,88,10-May,regularly,yes,0,,4/30/2022
1218,female,group C,high school,free/reduced,none,34,42,39,10-May,regularly,,1,private,5/1/2022
1219,male,group B,high school,free/reduced,none,66,77,70,10-May,sometimes,yes,2,school_bus,NULL
1220,male,group B,some high school,standard,completed,61,56,56,> 10,sometimes,yes,3,school_bus,5/3/2022
1221,female,group D,high school,standard,completed,56,68,74,> 10,sometimes,no,3,school_bus,5/4/2022
1222,male,group B,associate's degree,standard,none,87,85,73,> 10,regularly,no,1,school_bus,5/5/2022
1223,female,group C,some high school,free/reduced,none,55,65,62,< 5,regularly,no,2,school_bus,5/6/2022
1224,male,group D,some high school,standard,none,86,80,75,< 5,sometimes,yes,4,school_bus,5/7/2022
1225,female,group B,associate's degree,standard,completed,52,66,73,> 10,regularly,yes,2,private,5/8/2022
1226,female,group E,master's degree,free/reduced,none,45,56,54,10-May,sometimes,yes,1,private,5/9/2022
1227,female,group C,some college,standard,none,72,72,71,> 10,,yes,1,private,5/10/2022
1228,male,group D,high school,standard,none,57,50,54,10-May,regularly,no,4,private,5/11/2022
1229,male,group A,some high school,free/reduced,none,68,72,64,< 5,regularly,no,2,school_bus,5/12/2022
1230,female,group C,some college,standard,completed,88,95,94,< 5,regularly,yes,1,school_bus,5/13/2022
1231,male,group D,some college,standard,none,76,64,66,< 5,sometimes,no,3,private,5/14/2022
1232,male,group C,associate's degree,standard,none,46,43,42,10-May,regularly,no,2,school_bus,5/15/2022
1233,female,group B,bachelor's degree,standard,none,67,86,83,10-May,sometimes,yes,1,private,5/16/2022
1234,male,group E,some high school,standard,none,NULL,87,78,< 5,sometimes,yes,2,private,5/17/2022
1235,male,group C,bachelor's degree,standard,completed,83,82,84,> 10,sometimes,no,2,school_bus,5/18/2022
1236,NULL,group D,associate's degree,standard,none,80,75,77,10-May,sometimes,yes,2,school_bus,5/19/2022
1237,NULL,group D,bachelor's degree,free/reduced,NULL,63,66,67,< 5,regularly,,4,school_bus,5/20/2022
1238,female,group D,some high school,standard,completed,64,60,74,NULL,sometimes,yes,3,private,5/21/2022
1239,male,group B,some college,standard,none,54,52,51,NULL,sometimes,no,3,school_bus,5/22/2022
1240,male,group C,associate's degree,standard,none,84,80,80,10-May,sometimes,NULL,0,private,5/23/2022
1241,male,group D,high school,free/reduced,completed,73,68,66,10-May,sometimes,no,1,school_bus,5/24/2022
1242,female,group E,bachelor's degree,standard,none,80,83,83,< 5,sometimes,no,5,private,5/25/2022
1243,female,group D,high school,standard,none,56,52,55,10-May,regularly,,1,school_bus,5/26/2022
1244,male,group E,some college,standard,none,59,51,43,> 10,sometimes,yes,1,private,5/27/2022
1245,male,group D,some high school,standard,none,75,74,69,10-May,sometimes,no,2,school_bus,5/28/2022
1246,male,group C,associate's degree,standard,none,85,76,71,10-May,regularly,no,2,private,5/29/2022
1247,male,group E,associate's degree,standard,none,89,76,74,10-May,sometimes,yes,1,private,5/30/2022
1248,female,group B,NULL,standard,completed,58,70,68,10-May,sometimes,no,2,private,5/31/2022
1249,female,group B,high school,standard,none,65,64,62,< 5,sometimes,no,1,school_bus,6/1/2022
1250,male,group C,high school,NULL,none,68,60,53,< 5,sometimes,no,NULL,school_bus,6/2/2022
1251,male,group A,some high school,NULL,completed,47,49,49,10-May,regularly,no,3,school_bus,6/3/2022
1252,female,group D,some college,free/reduced,none,71,83,83,> 10,regularly,yes,5,school_bus,6/4/2022
1253,female,group B,some high school,standard,completed,60,70,70,,sometimes,no,2,school_bus,6/5/2022
1254,male,group D,master's degree,standard,none,80,80,72,10-May,sometimes,yes,2,school_bus,6/6/2022
1255,male,group D,high school,standard,none,54,52,NULL,< 5,regularly,yes,1,,6/7/2022
1256,female,group E,some college,standard,none,62,73,70,10-May,regularly,yes,2,private,6/8/2022
1257,female,NULL,associate's degree,free/reduced,none,64,73,68,10-May,sometimes,no,2,private,6/9/2022
1258,male,group C,associate's degree,standard,completed,78,77,77,< 5,,yes,1,school_bus,6/10/2022
1259,female,group B,some college,standard,none,70,75,78,10-May,sometimes,no,3,school_bus,NULL
1260,female,group C,master's degree,free/reduced,completed,65,81,81,< 5,sometimes,yes,3,private,6/12/2022
1261,female,group C,some high school,free/reduced,completed,64,79,NULL,< 5,NULL,no,NULL,school_bus,6/13/2022
1262,male,group C,some college,standard,completed,79,79,78,10-May,sometimes,yes,1,school_bus,6/14/2022
1263,female,group C,some high school,free/reduced,none,44,50,51,10-May,sometimes,no,2,school_bus,6/15/2022
1264,female,group E,high school,standard,none,99,93,90,10-May,sometimes,no,,private,6/16/2022
1265,male,NULL,high school,standard,none,76,73,68,10-May,regularly,no,3,school_bus,6/17/2022
1266,male,group D,some high school,free/reduced,none,59,42,41,10-May,never,yes,2,school_bus,6/18/2022
1267,female,group C,bachelor's degree,standard,none,63,75,NULL,NULL,regularly,yes,0,private,6/19/2022
1268,female,group D,high school,standard,none,69,72,77,10-May,never,yes,3,school_bus,6/20/2022
1269,female,group D,associate's degree,standard,completed,88,92,95,10-May,regularly,yes,0,private,6/21/2022
1270,female,group E,some college,free/reduced,none,71,76,70,< 5,sometimes,no,1,school_bus,6/22/2022
1271,male,group C,bachelor's degree,standard,none,69,63,61,< 5,sometimes,yes,0,,6/23/2022
1272,male,group C,some college,standard,none,58,49,42,> 10,sometimes,NULL,1,school_bus,6/24/2022
1273,female,group D,associate's degree,free/reduced,none,47,53,58,10-May,sometimes,no,2,school_bus,6/25/2022
1274,female,group D,some college,standard,none,65,70,71,< 5,sometimes,yes,2,private,6/26/2022
1275,male,group B,some college,standard,completed,88,85,76,10-May,never,yes,1,private,6/27/2022
1276,male,group C,bachelor's degree,NULL,none,83,78,73,> 10,sometimes,yes,,NULL,6/28/2022
1277,female,group C,some high school,standard,completed,85,92,93,10-May,regularly,yes,3,school_bus,6/29/2022
1278,female,group E,high school,standard,completed,59,63,75,> 10,never,yes,1,school_bus,NULL
1279,female,group C,some high school,free/reduced,none,65,86,80,10-May,regularly,no,2,school_bus,7/1/2022
1280,male,group B,bachelor's degree,free/reduced,none,73,56,57,10-May,regularly,no,1,school_bus,7/2/2022
1281,male,group D,high school,standard,none,53,52,42,< 5,regularly,no,2,private,7/3/2022
1282,male,group D,high school,standard,none,45,NULL,46,< 5,regularly,no,2,,7/4/2022
1283,female,group D,bachelor's degree,free/reduced,none,73,79,84,< 5,never,yes,2,private,7/5/2022
1284,female,group D,some college,free/reduced,completed,70,78,78,< 5,regularly,no,4,school_bus,7/6/2022
1285,NULL,group B,some high school,standard,none,37,46,46,> 10,never,yes,5,school_bus,7/7/2022
